Column1,userid,courseid,created_enr,username,date_joined,year_of_birth,level_of_education,course_name,create_time_course,length,category
14204,14899,TsinghuaX/80512073X/_,10/16/2013 03:12,faker,10/16/2013 03:12,1989,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14205,9187,TsinghuaX/80512073X/_,10/16/2013 03:13,zhaojunwen66,10/12/2013 05:36,1988,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14206,14903,TsinghuaX/MOOC101/MOOCs_,10/16/2013 03:13,shine2012,10/16/2013 03:13,1988,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14207,14371,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 03:15,rujisike,10/15/2013 12:48,1986,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14208,14875,TsinghuaX/00690242_1X/_,10/16/2013 03:15,fudong868,10/16/2013 02:45,1991,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14209,5490,TsinghuaX/80000901_1X/_,10/16/2013 03:15,zhangxiaoguang,10/11/2013 07:38,1971,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14210,14904,TsinghuaX/30240184_1X/_,10/16/2013 03:15,feather,10/16/2013 03:15,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14211,14903,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 03:16,shine2012,10/16/2013 03:13,1988,m,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14212,14903,PekingX/01718330X/_,10/16/2013 03:17,shine2012,10/16/2013 03:13,1988,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
14213,5490,TsinghuaX/00690242_1X/_,10/16/2013 03:18,zhangxiaoguang,10/11/2013 07:38,1971,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14214,14906,PekingX/01718330X/_,10/16/2013 03:18,lily_fanlili,10/16/2013 03:17,1984,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
14215,14908,TsinghuaX/80512073X/_,10/16/2013 03:21,zhoujunhan,10/16/2013 03:20,1992,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14216,3306,TsinghuaX/MOOC101/MOOCs_,10/16/2013 03:21,zhaopxiang,10/11/2013 01:56,1991,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14217,14911,PekingX/01718330X/_,10/16/2013 03:21,XiaoDa,10/16/2013 03:21,1984,p,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
14218,14912,TsinghuaX/80000901_1X/_,10/16/2013 03:22,liuyuan,10/16/2013 03:22,1985,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14219,14901,TsinghuaX/80000901_1X/_,10/16/2013 03:24,weiganju,10/16/2013 03:13,1989,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14220,14913,TsinghuaX/80000901_1X/_,10/16/2013 03:24,zhangqunlin,10/16/2013 03:22,1991,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14221,14371,TsinghuaX/00690242_1X/_,10/16/2013 03:24,rujisike,10/15/2013 12:48,1986,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14222,14915,TsinghuaX/80512073X/_,10/16/2013 03:24,z3211126,10/16/2013 03:24,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14224,14869,TsinghuaX/00690242_1X/_,10/16/2013 03:27,yaoyaohua,10/16/2013 02:43,1984,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14226,14919,PekingX/01718330X/_,10/16/2013 03:28,jshdnpy,10/16/2013 03:28,1988,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
14227,14918,TsinghuaX/80512073X/_,10/16/2013 03:29,cathydora,10/16/2013 03:28,198,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14228,14921,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 03:30,kp0554,10/16/2013 03:29,199,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14229,14918,TsinghuaX/00690242_1X/_,10/16/2013 03:30,cathydora,10/16/2013 03:28,198,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14230,14919,TsinghuaX/30240184_1X/_,10/16/2013 03:30,jshdnpy,10/16/2013 03:28,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14231,14922,TsinghuaX/00690242_1X/_,10/16/2013 03:31,liuheer,10/16/2013 03:30,1985,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14232,14925,TsinghuaX/80512073X/_,10/16/2013 03:32,sunhongxun,10/16/2013 03:32,1981,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14234,14927,TsinghuaX/00690242_1X/_,10/16/2013 03:34,feifeimin,10/16/2013 03:33,199,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14235,14933,TsinghuaX/MOOC101/MOOCs_,10/16/2013 03:36,Hufangqing,10/16/2013 03:35,1978,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14236,14938,TsinghuaX/20220332_1X/_,10/16/2013 03:39,gjy,10/16/2013 03:39,1978,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14237,14936,TsinghuaX/30240184_1X/_,10/16/2013 03:39,lijiatu,10/16/2013 03:38,1993,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14238,14924,TsinghuaX/80512073X/_,10/16/2013 03:42,lhliu8010,10/16/2013 03:31,198,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14240,14922,TsinghuaX/80000901_1X/_,10/16/2013 03:47,liuheer,10/16/2013 03:30,1985,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14241,2166,TsinghuaX/MOOC101/MOOCs_,10/16/2013 03:47,zistqh,10/10/2013 08:56,1986,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14245,4578,TsinghuaX/80000901_1X/_,10/16/2013 03:52,shining,10/11/2013 05:17,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14246,8418,TsinghuaX/MOOC101/MOOCs_,10/16/2013 03:52,alex001,10/12/2013 01:52,1981,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14249,14949,TsinghuaX/80512073X/_,10/16/2013 03:56,YCH,10/16/2013 03:56,1967,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14250,14950,TsinghuaX/80000901_1X/_,10/16/2013 03:58,Soar,10/16/2013 03:56,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14251,14951,TsinghuaX/00690242_1X/_,10/16/2013 03:58,mockingbird,10/16/2013 03:58,1987,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14252,14953,TsinghuaX/80512073X/_,10/16/2013 04:02,Winniezhang,10/16/2013 04:01,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14253,14956,TsinghuaX/20220332_1X/_,10/16/2013 04:03,nthaxw,10/16/2013 04:03,1991,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14256,14959,TsinghuaX/MOOC101/MOOCs_,10/16/2013 04:08,dennylo,10/16/2013 04:07,1973,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14257,14960,TsinghuaX/80512073X/_,10/16/2013 04:13,jefferson,10/16/2013 04:11,1979,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14258,14962,TsinghuaX/80512073X/_,10/16/2013 04:13,wennywong,10/16/2013 04:13,1993,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14259,14961,TsinghuaX/80000901_1X/_,10/16/2013 04:13,LiChunlei,10/16/2013 04:13,1976,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14260,14856,TsinghuaX/80000901_1X/_,10/16/2013 04:15,gaolele,10/16/2013 02:34,1993,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14262,14964,TsinghuaX/00690242_1X/_,10/16/2013 04:17,jxauycq,10/16/2013 04:17,1994,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14263,14899,TsinghuaX/80000901_1X/_,10/16/2013 04:19,faker,10/16/2013 03:12,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14264,14965,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 04:19,shiye,10/16/2013 04:18,1993,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14265,14966,TsinghuaX/80000901_1X/_,10/16/2013 04:19,xiongwenhua,10/16/2013 04:19,1977,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14266,14965,TsinghuaX/20220332_1X/_,10/16/2013 04:20,shiye,10/16/2013 04:18,1993,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14267,14965,TsinghuaX/30240184_1X/_,10/16/2013 04:20,shiye,10/16/2013 04:18,1993,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14268,14967,TsinghuaX/80512073X/_,10/16/2013 04:20,dayuzi,10/16/2013 04:19,1994,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14269,14968,TsinghuaX/20220332_1X/_,10/16/2013 04:21,ONE1,10/16/2013 04:21,1992,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14270,14969,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 04:23,Mayze,10/16/2013 04:23,1979,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14271,12558,TsinghuaX/20220332_1X/_,10/16/2013 04:25,like0001,10/14/2013 03:18,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14273,14972,TsinghuaX/20220332_1X/_,10/16/2013 04:29,kimmit,10/16/2013 04:25,1992,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14274,14972,TsinghuaX/30240184_1X/_,10/16/2013 04:29,kimmit,10/16/2013 04:25,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14275,14972,TsinghuaX/80512073X/_,10/16/2013 04:30,kimmit,10/16/2013 04:25,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14276,14972,TsinghuaX/80000901_1X/_,10/16/2013 04:30,kimmit,10/16/2013 04:25,1992,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14277,14970,TsinghuaX/80000901_1X/_,10/16/2013 04:30,vantall,10/16/2013 04:24,1975,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14278,14959,TsinghuaX/80512073X/_,10/16/2013 04:33,dennylo,10/16/2013 04:07,1973,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14279,14371,TsinghuaX/MOOC101/MOOCs_,10/16/2013 04:34,rujisike,10/15/2013 12:48,1986,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14280,14975,TsinghuaX/80512073X/_,10/16/2013 04:34,yummy,10/16/2013 04:32,1985,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14282,14959,TsinghuaX/80000901_1X/_,10/16/2013 04:34,dennylo,10/16/2013 04:07,1973,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14283,14979,TsinghuaX/30240184_1X/_,10/16/2013 04:36,ZS319228,10/16/2013 04:36,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14285,14955,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 04:39,czr70,10/16/2013 04:03,197,m,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14286,14955,TsinghuaX/80512073X/_,10/16/2013 04:42,czr70,10/16/2013 04:03,197,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14287,14983,TsinghuaX/00690242_1X/_,10/16/2013 04:43,Zhiyou,10/16/2013 04:42,199,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14288,14982,TsinghuaX/30240184_1X/_,10/16/2013 04:43,zdavb,10/16/2013 04:42,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14289,14983,TsinghuaX/80512073X/_,10/16/2013 04:46,Zhiyou,10/16/2013 04:42,199,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14290,14985,TsinghuaX/00690242_1X/_,10/16/2013 04:47,gaoxin,10/16/2013 04:45,1992,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14291,14987,TsinghuaX/80000901_1X/_,10/16/2013 04:47,C32512,10/16/2013 04:47,1983,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14292,14988,TsinghuaX/30240184_1X/_,10/16/2013 04:48,pinxin,10/16/2013 04:48,199,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14293,14981,TsinghuaX/80512073X/_,10/16/2013 04:50,moring,10/16/2013 04:39,1983,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14295,14993,TsinghuaX/80000901_1X/_,10/16/2013 04:51,Shirley_Kan,10/16/2013 04:51,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14298,14996,TsinghuaX/80512073X/_,10/16/2013 04:56,venus_1212,10/16/2013 04:54,1989,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14301,14995,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 05:00,mapleandsherry,10/16/2013 04:54,1993,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14302,14995,TsinghuaX/20220332_1X/_,10/16/2013 05:01,mapleandsherry,10/16/2013 04:54,1993,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14304,14995,TsinghuaX/30240184_1X/_,10/16/2013 05:01,mapleandsherry,10/16/2013 04:54,1993,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14305,15008,TsinghuaX/30240184_1X/_,10/16/2013 05:01,kfjk2004,10/16/2013 04:59,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14306,14995,PekingX/01718330X/_,10/16/2013 05:01,mapleandsherry,10/16/2013 04:54,1993,hs,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
14307,15004,TsinghuaX/80000901_1X/_,10/16/2013 05:01,LamSir,10/16/2013 04:57,1977,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14308,15009,TsinghuaX/30240184_1X/_,10/16/2013 05:03,yuzc,10/16/2013 05:00,1993,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14310,15018,TsinghuaX/80000901_1X/_,10/16/2013 05:06,shininglake,10/16/2013 05:06,1976,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14311,15017,TsinghuaX/30240184_1X/_,10/16/2013 05:06,yuluo,10/16/2013 05:05,1993,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14312,15020,TsinghuaX/80512073X/_,10/16/2013 05:07,GuangYang,10/16/2013 05:07,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14313,15018,TsinghuaX/00690242_1X/_,10/16/2013 05:08,shininglake,10/16/2013 05:06,1976,p,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14314,15021,TsinghuaX/20220332_1X/_,10/16/2013 05:08,ththth123,10/16/2013 05:07,1974,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14315,15012,TsinghuaX/80512073X/_,10/16/2013 05:10,GNOV,10/16/2013 05:01,1991,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14316,15025,TsinghuaX/20220332_1X/_,10/16/2013 05:10,kunzi,10/16/2013 05:10,1987,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14317,15021,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 05:10,ththth123,10/16/2013 05:07,1974,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14318,15022,TsinghuaX/20220332_1X/_,10/16/2013 05:10,fantasy,10/16/2013 05:08,1993,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14319,15026,TsinghuaX/00690242_1X/_,10/16/2013 05:10,QingGeletu,10/16/2013 05:10,1987,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14321,15028,TsinghuaX/80512073X/_,10/16/2013 05:15,LloydZhang,10/16/2013 05:12,1995,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14323,15030,TsinghuaX/80000901_1X/_,10/16/2013 05:17,xiongyun,10/16/2013 05:17,1989,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14324,15028,TsinghuaX/20220332_1X/_,10/16/2013 05:18,LloydZhang,10/16/2013 05:12,1995,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14325,15036,TsinghuaX/30240184_1X/_,10/16/2013 05:18,LONGago,10/16/2013 05:18,1992,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14327,15023,TsinghuaX/80000901_1X/_,10/16/2013 05:19,Guozhimeng,10/16/2013 05:08,1992,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14328,14986,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 05:20,tonghen,10/16/2013 04:45,1985,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14329,15040,TsinghuaX/00690242_1X/_,10/16/2013 05:21,guoyuxin,10/16/2013 05:20,1989,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14331,15041,TsinghuaX/80512073X/_,10/16/2013 05:21,xiongwenbin,10/16/2013 05:21,1988,other,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14333,14987,TsinghuaX/00690242_1X/_,10/16/2013 05:22,C32512,10/16/2013 04:47,1983,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14335,15052,TsinghuaX/00690242_1X/_,10/16/2013 05:27,cuteandy,10/16/2013 05:27,1989,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14336,15045,TsinghuaX/80000901_1X/_,10/16/2013 05:27,xiajijun,10/16/2013 05:22,1973,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14337,15033,TsinghuaX/80000901_1X/_,10/16/2013 05:27,Bossqi,10/16/2013 05:17,1991,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14338,7422,MITx/6_002x/_Circuits_and_Electronics_,10/16/2013 05:27,xiangshangdeabao,10/11/2013 15:10,1993,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14339,15046,TsinghuaX/80000901_1X/_,10/16/2013 05:28,guang2013,10/16/2013 05:23,1986,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14340,15046,TsinghuaX/80512073X/_,10/16/2013 05:28,guang2013,10/16/2013 05:23,1986,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14341,15056,TsinghuaX/80000901_1X/_,10/16/2013 05:29,SimonX,10/16/2013 05:29,1982,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14342,15053,TsinghuaX/80512073X/_,10/16/2013 05:30,shuian,10/16/2013 05:27,1973,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14343,15059,TsinghuaX/80000901_1X/_,10/16/2013 05:31,Huangyao1989,10/16/2013 05:31,1989,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14344,15061,TsinghuaX/20220332_1X/_,10/16/2013 05:33,youngtooth,10/16/2013 05:33,1988,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14346,15062,TsinghuaX/80512073X/_,10/16/2013 05:35,ZHC2008,10/16/2013 05:33,1989,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14348,15068,TsinghuaX/80512073X/_,10/16/2013 05:36,Demonyu,10/16/2013 05:34,1985,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14349,15073,TsinghuaX/30240184_1X/_,10/16/2013 05:39,roundround,10/16/2013 05:39,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14352,15070,TsinghuaX/80512073X/_,10/16/2013 05:40,Tianhen,10/16/2013 05:38,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14354,15076,TsinghuaX/00690242_1X/_,10/16/2013 05:43,hepan,10/16/2013 05:43,1988,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14355,15079,TsinghuaX/30240184_1X/_,10/16/2013 05:44,lqshixinlei,10/16/2013 05:44,2013,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14356,15078,TsinghuaX/20220332_1X/_,10/16/2013 05:45,kejuntan,10/16/2013 05:43,1963,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14358,15087,TsinghuaX/80000901_1X/_,10/16/2013 05:46,xiebu,10/16/2013 05:46,1995,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14359,15085,TsinghuaX/MOOC101/MOOCs_,10/16/2013 05:50,roc2004,10/16/2013 05:45,1974,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14360,15091,TsinghuaX/80512073X/_,10/16/2013 05:52,tsouwei,10/16/2013 05:51,1988,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14361,15088,TsinghuaX/80000901_1X/_,10/16/2013 05:52,js,10/16/2013 05:49,1993,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14363,15093,TsinghuaX/80512073X/_,10/16/2013 05:54,keepsod,10/16/2013 05:54,1982,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14364,15086,TsinghuaX/80000901_1X/_,10/16/2013 05:54,lay,10/16/2013 05:46,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14368,15099,TsinghuaX/30240184_1X/_,10/16/2013 05:59,Polaris,10/16/2013 05:59,1979,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14369,15098,TsinghuaX/80512073X/_,10/16/2013 05:59,HanJing,10/16/2013 05:58,1991,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14370,15100,TsinghuaX/80512073X/_,10/16/2013 05:59,qijing19930906,10/16/2013 05:59,1993,hs,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14371,15097,TsinghuaX/30240184_1X/_,10/16/2013 06:00,WilliamL,10/16/2013 05:58,1979,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14372,15085,TsinghuaX/00690242_1X/_,10/16/2013 06:01,roc2004,10/16/2013 05:45,1974,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14373,15095,TsinghuaX/30240184_1X/_,10/16/2013 06:02,konglingxu,10/16/2013 05:56,1983,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14374,15102,TsinghuaX/80000901_1X/_,10/16/2013 06:05,ChangWang,10/16/2013 06:05,1982,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14375,15097,TsinghuaX/80000901_1X/_,10/16/2013 06:05,WilliamL,10/16/2013 05:58,1979,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14379,15095,TsinghuaX/MOOC101/MOOCs_,10/16/2013 06:11,konglingxu,10/16/2013 05:56,1983,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14380,14954,TsinghuaX/20220332_1X/_,10/16/2013 06:11,xqdwinter,10/16/2013 04:01,1981,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14381,15110,TsinghuaX/20220332_1X/_,10/16/2013 06:12,songzichuan,10/16/2013 06:12,1982,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14382,14926,TsinghuaX/20220332_1X/_,10/16/2013 06:13,DATIKA,10/16/2013 03:32,1992,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
14383,15109,PekingX/01718330X/_,10/16/2013 06:13,guigui95279,10/16/2013 06:12,1988,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
14384,12465,TsinghuaX/MOOC101/MOOCs_,10/16/2013 06:13,MAX-D,10/14/2013 02:22,1989,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14385,15109,TsinghuaX/00690242_1X/_,10/16/2013 06:14,guigui95279,10/16/2013 06:12,1988,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14386,15104,TsinghuaX/80000901_1X/_,10/16/2013 06:14,jiangming,10/16/2013 06:08,1969,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14387,15113,TsinghuaX/80000901_1X/_,10/16/2013 06:14,allenssl,10/16/2013 06:13,1983,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
14388,15112,TsinghuaX/MOOC101/MOOCs_,10/16/2013 06:17,heyujie,10/16/2013 06:13,1976,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14389,12807,TsinghuaX/MOOC101/MOOCs_,10/16/2013 06:18,qianliduju,10/14/2013 06:35,1992,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
14390,15113,TsinghuaX/00690242_1X/_,10/16/2013 06:19,allenssl,10/16/2013 06:13,1983,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
14391,7200,TsinghuaX/80512073X/_,10/16/2013 06:20,smjiiu,10/11/2013 14:23,1987,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
14392,15116,TsinghuaX/30240184_1X/_,10/16/2013 06:21,sysh521,10/16/2013 06:21,1991,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
14393,15117,TsinghuaX/30240184_1X/_,10/16/2013 06:21,Yanzi,10/16/2013 06:21,1982,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
